Year,Week,Tier,Division,TeamA,TeamB,TeamASeed,TeamBSeed,Notes,Rivalry
2026,14,3,National League Division 1,Texas A&M,Baylor,16,11,NPL,
2026,15,3,National League Division 1,Georgia Tech,Notre Dame,6,3,NPL,
2026,15,3,National League Division 1,Wake Forest,Alabama,4,17,NPL,
2026,15,3,National League Division 1,USC,UNC,14,5,NPL,
2026,15,3,National League Division 1,Auburn,Texas A&M,1,16,NPL,
2026,15,3,National League Division 1,Baylor,Iowa State,11,12,NPL,
2026,15,3,National League Division 1,Michigan State,Boston College,7,2,NPL,
2026,15,3,National League Division 1,Tennessee,Penn State,18,9,NPL,
2026,15,3,National League Division 1,Colorado,West Virginia,15,10,NPL,
2026,15,3,National League Division 1,Stanford,Minnesota,13,8,NPL,
2026,16,3,National League Division 1,Notre Dame,Wake Forest,3,4,NPL,
2026,16,3,National League Division 1,Minnesota,Michigan State,8,7,NPL,
2026,16,3,National League Division 1,Texas A&M,Stanford,16,13,NPL,
2026,16,3,National League Division 1,Auburn,Baylor,1,11,NPL,
2026,16,3,National League Division 1,West Virginia,Georgia Tech,10,6,NPL,
2026,16,3,National League Division 1,Boston College,USC,2,14,NPL,
2026,16,3,National League Division 1,UNC,Colorado,5,15,NPL,
2026,16,3,National League Division 1,Penn State,Iowa State,9,12,NPL,
2026,16,3,National League Division 1,Alabama,Tennessee,17,18,NPL,
2026,17,3,National League Division 1,USC,Minnesota,14,8,NPL,
2026,17,3,National League Division 1,Baylor,Penn State,11,9,NPL,
2026,17,3,National League Division 1,Stanford,Auburn,13,1,NPL,
2026,17,3,National League Division 1,Tennessee,Notre Dame,18,3,NPL,
2026,17,3,National League Division 1,Georgia Tech,UNC,6,5,NPL,
2026,17,3,National League Division 1,Iowa State,Alabama,12,17,NPL,
2026,17,3,National League Division 1,Michigan State,Texas A&M,7,16,NPL,
2026,17,3,National League Division 1,Wake Forest,West Virginia,4,10,NPL,
2026,17,3,National League Division 1,Colorado,Boston College,15,2,NPL,
2026,1,3,National League Division 2,Oklahoma,Clemson,2,6,NPL,
2026,1,3,National League Division 2,Virginia,Louisville,4,5,NPL,
2026,1,3,National League Division 2,UCF,Northwestern,12,3,NPL,
2026,1,3,National League Division 2,Vanderbilt,Cal,16,14,NPL,
2026,1,3,National League Division 2,Iowa,Texas,9,17,NPL,
2026,1,3,National League Division 2,Cincinnati,Arizona State,11,13,NPL,
2026,1,3,National League Division 2,South Carolina,Oklahoma State,18,10,NPL,
2026,1,3,National League Division 2,Ole Miss,Nebraska,1,7,NPL,
2026,1,3,National League Division 2,Maryland,Oregon State,8,15,NPL,
2026,2,3,National League Division 2,Nebraska,Arizona State,7,13,NPL,
2026,2,3,National League Division 2,Louisville,South Carolina,5,18,NPL,
2026,2,3,National League Division 2,Oregon State,Vanderbilt,15,16,NPL,
2026,2,3,National League Division 2,Oklahoma State,UCF,10,12,NPL,
2026,2,3,National League Division 2,Virginia,Oklahoma,4,2,NPL,
2026,2,3,National League Division 2,Northwestern,Iowa,3,9,NPL,
2026,2,3,National League Division 2,Texas,Cincinnati,17,11,NPL,
2026,2,3,National League Division 2,Clemson,Maryland,6,8,NPL,
2026,2,3,National League Division 2,Cal,Ole Miss,14,1,NPL,
2026,3,3,National League Division 2,Cincinnati,Nebraska,11,7,NPL,
2026,3,3,National League Division 2,Oklahoma,South Carolina,2,18,NPL,
2026,3,3,National League Division 2,Arizona State,Cal,13,14,NPL,
2026,3,3,National League Division 2,Ole Miss,Oregon State,1,15,NPL,
2026,3,3,National League Division 2,Texas,Northwestern,17,3,NPL,
2026,3,3,National League Division 2,UCF,Louisville,12,5,NPL,
2026,3,3,National League Division 2,Vanderbilt,Clemson,16,6,NPL,
2026,3,3,National League Division 2,Maryland,Virginia,8,4,NPL,
2026,3,3,National League Division 2,Iowa,Oklahoma State,9,10,NPL,
2026,4,3,National League Division 2,Oklahoma State,Texas,10,17,NPL,
2026,4,3,National League Division 2,Virginia,Vanderbilt,4,16,NPL,
2026,4,3,National League Division 2,Louisville,Iowa,5,9,NPL,
2026,4,3,National League Division 2,Oregon State,Arizona State,15,13,NPL,
2026,4,3,National League Division 2,South Carolina,Maryland,18,8,NPL,
2026,4,3,National League Division 2,UCF,Oklahoma,12,2,NPL,
2026,4,3,National League Division 2,Northwestern,Cincinnati,3,11,NPL,
2026,4,3,National League Division 2,Cal,Nebraska,14,7,NPL,
2026,4,3,National League Division 2,Clemson,Ole Miss,6,1,NPL,
2026,5,3,National League Division 2,Arizona State,Clemson,13,6,NPL,
2026,5,3,National League Division 2,Nebraska,Oregon State,7,15,NPL,
2026,5,3,National League Division 2,Ole Miss,Virginia,1,4,NPL,
2026,5,3,National League Division 2,Northwestern,Oklahoma State,3,10,NPL,
2026,5,3,National League Division 2,Texas,Louisville,17,5,NPL,
2026,5,3,National League Division 2,Cincinnati,Cal,11,14,NPL,
2026,5,3,National League Division 2,Oklahoma,Iowa,2,9,NPL,
2026,5,3,National League Division 2,Maryland,UCF,8,12,NPL,
2026,5,3,National League Division 2,Vanderbilt,South Carolina,16,18,NPL,
2026,6,3,National League Division 2,Iowa,Maryland,9,8,NPL,
2026,6,3,National League Division 2,Oklahoma State,Cincinnati,10,11,NPL,
2026,6,3,National League Division 2,Louisville,Northwestern,5,3,NPL,
2026,6,3,National League Division 2,Texas,Oklahoma,17,2,NPL,
2026,6,3,National League Division 2,Virginia,Arizona State,4,13,NPL,
2026,6,3,National League Division 2,UCF,Vanderbilt,12,16,NPL,
2026,6,3,National League Division 2,Oregon State,Cal,15,14,NPL,
2026,6,3,National League Division 2,Clemson,Nebraska,6,7,NPL,
2026,6,3,National League Division 2,South Carolina,Ole Miss,18,1,NPL,
2026,7,3,National League Division 2,Arizona State,South Carolina,13,18,NPL,
2026,7,3,National League Division 2,Vanderbilt,Iowa,16,9,NPL,
2026,7,3,National League Division 2,Cincinnati,Oregon State,11,15,NPL,
2026,7,3,National League Division 2,Ole Miss,UCF,1,12,NPL,
2026,7,3,National League Division 2,Oklahoma State,Louisville,10,5,NPL,
2026,7,3,National League Division 2,Cal,Clemson,14,6,NPL,
2026,7,3,National League Division 2,Oklahoma,Northwestern,2,3,NPL,
2026,7,3,National League Division 2,Maryland,Texas,8,17,NPL,
2026,7,3,National League Division 2,Nebraska,Virginia,7,4,NPL,
2026,8,3,National League Division 2,UCF,Arizona State,12,13,NPL,
2026,8,3,National League Division 2,Virginia,Cal,4,14,NPL,
2026,8,3,National League Division 2,Louisville,Cincinnati,5,11,NPL,
2026,8,3,National League Division 2,Iowa,Ole Miss,9,1,NPL,
2026,8,3,National League Division 2,Clemson,Oregon State,6,15,NPL,
2026,8,3,National League Division 2,Texas,Vanderbilt,17,16,NPL,
2026,8,3,National League Division 2,Northwestern,Maryland,3,8,NPL,
2026,8,3,National League Division 2,South Carolina,Nebraska,18,7,NPL,
2026,8,3,National League Division 2,Oklahoma State,Oklahoma,10,2,NPL,
2026,9,3,National League Division 2,Maryland,Oklahoma State,8,10,NPL,
2026,9,3,National League Division 2,Oregon State,Virginia,15,4,NPL,
2026,9,3,National League Division 2,Cal,South Carolina,14,18,NPL,
2026,9,3,National League Division 2,Nebraska,UCF,7,12,NPL,
2026,9,3,National League Division 2,Cincinnati,Clemson,11,6,NPL,
2026,9,3,National League Division 2,Arizona State,Iowa,13,9,NPL,
2026,9,3,National League Division 2,Ole Miss,Texas,1,17,NPL,
2026,9,3,National League Division 2,Oklahoma,Louisville,2,5,NPL,
2026,9,3,National League Division 2,Vanderbilt,Northwestern,16,3,NPL,
2026,10,3,National League Division 2,UCF,Cal,12,14,NPL,
2026,10,3,National League Division 2,Virginia,Clemson,4,6,NPL,
2026,10,3,National League Division 2,Northwestern,Ole Miss,3,1,NPL,
2026,10,3,National League Division 2,Texas,Arizona State,17,13,NPL,
2026,10,3,National League Division 2,South Carolina,Oregon State,18,15,NPL,
2026,10,3,National League Division 2,Oklahoma,Cincinnati,2,11,NPL,
2026,10,3,National League Division 2,Iowa,Nebraska,9,7,NPL,
2026,10,3,National League Division 2,Oklahoma State,Vanderbilt,10,16,NPL,
2026,10,3,National League Division 2,Louisville,Maryland,5,8,NPL,
2026,11,3,National League Division 2,Ole Miss,Oklahoma State,1,10,NPL,
2026,11,3,National League Division 2,Cal,Iowa,14,9,NPL,
2026,11,3,National League Division 2,Clemson,South Carolina,6,18,NPL,
2026,11,3,National League Division 2,Maryland,Oklahoma,8,2,NPL,
2026,11,3,National League Division 2,Cincinnati,Virginia,11,4,NPL,
2026,11,3,National League Division 2,Vanderbilt,Louisville,16,5,NPL,
2026,11,3,National League Division 2,Oregon State,UCF,15,12,NPL,
2026,11,3,National League Division 2,Nebraska,Texas,7,17,NPL,
2026,11,3,National League Division 2,Arizona State,Northwestern,13,3,NPL,
2026,12,3,National League Division 2,Oklahoma,Vanderbilt,2,16,NPL,
2026,12,3,National League Division 2,Louisville,Ole Miss,5,1,NPL,
2026,12,3,National League Division 2,South Carolina,Virginia,18,4,NPL,
2026,12,3,National League Division 2,Texas,Cal,17,14,NPL,
2026,12,3,National League Division 2,Iowa,Oregon State,9,15,NPL,
2026,12,3,National League Division 2,Oklahoma State,Arizona State,10,13,NPL,
2026,12,3,National League Division 2,Maryland,Cincinnati,8,11,NPL,
2026,12,3,National League Division 2,Northwestern,Nebraska,3,7,NPL,
2026,12,3,National League Division 2,UCF,Clemson,12,6,NPL,
2026,13,3,National League Division 2,Clemson,Iowa,6,9,NPL,
2026,13,3,National League Division 2,Nebraska,Oklahoma State,7,10,NPL,
2026,13,3,National League Division 2,Ole Miss,Oklahoma,1,2,NPL,
2026,13,3,National League Division 2,Arizona State,Louisville,13,5,NPL,
2026,13,3,National League Division 2,Virginia,UCF,4,12,NPL,
2026,13,3,National League Division 2,Oregon State,Texas,15,17,NPL,
2026,13,3,National League Division 2,Vanderbilt,Maryland,16,8,NPL,
2026,13,3,National League Division 2,Cincinnati,South Carolina,11,18,NPL,
2026,13,3,National League Division 2,Cal,Northwestern,14,3,NPL,
2026,14,3,National League Division 2,Northwestern,Oregon State,3,15,NPL,
2026,14,3,National League Division 2,Iowa,Virginia,9,4,NPL,
2026,14,3,National League Division 2,UCF,South Carolina,12,18,NPL,
2026,14,3,National League Division 2,Louisville,Nebraska,5,7,NPL,
2026,14,3,National League Division 2,Texas,Clemson,17,6,NPL,
2026,14,3,National League Division 2,Maryland,Ole Miss,8,1,NPL,
2026,14,3,National League Division 2,Oklahoma State,Cal,10,14,NPL,
2026,14,3,National League Division 2,Oklahoma,Arizona State,2,13,NPL,
2026,14,3,National League Division 2,Vanderbilt,Cincinnati,16,11,NPL,
2026,15,3,National League Division 2,Clemson,Northwestern,6,3,NPL,
2026,15,3,National League Division 2,Virginia,Texas,4,17,NPL,
2026,15,3,National League Division 2,Cal,Louisville,14,5,NPL,
2026,15,3,National League Division 2,Ole Miss,Vanderbilt,1,16,NPL,
2026,15,3,National League Division 2,Cincinnati,UCF,11,12,NPL,
2026,15,3,National League Division 2,Nebraska,Oklahoma,7,2,NPL,
2026,15,3,National League Division 2,South Carolina,Iowa,18,9,NPL,
2026,15,3,National League Division 2,Oregon State,Oklahoma State,15,10,NPL,
2026,15,3,National League Division 2,Arizona State,Maryland,13,8,NPL,
2026,16,3,National League Division 2,Northwestern,Virginia,3,4,NPL,
2026,16,3,National League Division 2,Maryland,Nebraska,8,7,NPL,
2026,16,3,National League Division 2,Vanderbilt,Arizona State,16,13,NPL,
2026,16,3,National League Division 2,Ole Miss,Cincinnati,1,11,NPL,
2026,16,3,National League Division 2,Oklahoma State,Clemson,10,6,NPL,
2026,16,3,National League Division 2,Oklahoma,Cal,2,14,NPL,
2026,16,3,National League Division 2,Louisville,Oregon State,5,15,NPL,
2026,16,3,National League Division 2,Iowa,UCF,9,12,NPL,
2026,16,3,National League Division 2,Texas,South Carolina,17,18,NPL,
2026,17,3,National League Division 2,Cal,Maryland,14,8,NPL,
2026,17,3,National League Division 2,Cincinnati,Iowa,11,9,NPL,
2026,17,3,National League Division 2,Arizona State,Ole Miss,13,1,NPL,
2026,17,3,National League Division 2,South Carolina,Northwestern,18,3,NPL,
2026,17,3,National League Division 2,Clemson,Louisville,6,5,NPL,
2026,17,3,National League Division 2,UCF,Texas,12,17,NPL,
2026,17,3,National League Division 2,Nebraska,Vanderbilt,7,16,NPL,
2026,17,3,National League Division 2,Virginia,Oklahoma State,4,10,NPL,
2026,17,3,National League Division 2,Oregon State,Oklahoma,15,2,NPL,
2026,1,4,Feed League Division 1,ECU,Jacksonville State,2,6,NPL,
2026,1,4,Feed League Division 1,Delaware,FIU,4,5,NPL,
2026,1,4,Feed League Division 1,Colorado State,FAU,12,3,NPL,
2026,1,4,Feed League Division 1,Arkansas State,Coastal Carolina,16,14,NPL,
2026,1,4,Feed League Division 1,Bowling Green,Louisiana,9,17,NPL,
2026,1,4,Feed League Division 1,Boise State,Appalachian State,11,13,NPL,
2026,1,4,Feed League Division 1,Montana,Air Force,18,10,NPL,
2026,1,4,Feed League Division 1,Charlotte,Akron,1,7,NPL,
2026,1,4,Feed League Division 1,Ball State,Georgia Southern,8,15,NPL,
2026,2,4,Feed League Division 1,Akron,Appalachian State,7,13,NPL,
2026,2,4,Feed League Division 1,FIU,Montana,5,18,NPL,
2026,2,4,Feed League Division 1,Georgia Southern,Arkansas State,15,16,NPL,
2026,2,4,Feed League Division 1,Air Force,Colorado State,10,12,NPL,
2026,2,4,Feed League Division 1,Delaware,ECU,4,2,NPL,
2026,2,4,Feed League Division 1,FAU,Bowling Green,3,9,NPL,
2026,2,4,Feed League Division 1,Louisiana,Boise State,17,11,NPL,
2026,2,4,Feed League Division 1,Jacksonville State,Ball State,6,8,NPL,
2026,2,4,Feed League Division 1,Coastal Carolina,Charlotte,14,1,NPL,
2026,3,4,Feed League Division 1,Boise State,Akron,11,7,NPL,
2026,3,4,Feed League Division 1,ECU,Montana,2,18,NPL,
2026,3,4,Feed League Division 1,Appalachian State,Coastal Carolina,13,14,NPL,
2026,3,4,Feed League Division 1,Charlotte,Georgia Southern,1,15,NPL,
2026,3,4,Feed League Division 1,Louisiana,FAU,17,3,NPL,
2026,3,4,Feed League Division 1,Colorado State,FIU,12,5,NPL,
2026,3,4,Feed League Division 1,Arkansas State,Jacksonville State,16,6,NPL,
2026,3,4,Feed League Division 1,Ball State,Delaware,8,4,NPL,
2026,3,4,Feed League Division 1,Bowling Green,Air Force,9,10,NPL,
2026,4,4,Feed League Division 1,Air Force,Louisiana,10,17,NPL,
2026,4,4,Feed League Division 1,Delaware,Arkansas State,4,16,NPL,
2026,4,4,Feed League Division 1,FIU,Bowling Green,5,9,NPL,
2026,4,4,Feed League Division 1,Georgia Southern,Appalachian State,15,13,NPL,
2026,4,4,Feed League Division 1,Montana,Ball State,18,8,NPL,
2026,4,4,Feed League Division 1,Colorado State,ECU,12,2,NPL,
2026,4,4,Feed League Division 1,FAU,Boise State,3,11,NPL,
2026,4,4,Feed League Division 1,Coastal Carolina,Akron,14,7,NPL,
2026,4,4,Feed League Division 1,Jacksonville State,Charlotte,6,1,NPL,
2026,5,4,Feed League Division 1,Appalachian State,Jacksonville State,13,6,NPL,
2026,5,4,Feed League Division 1,Akron,Georgia Southern,7,15,NPL,
2026,5,4,Feed League Division 1,Charlotte,Delaware,1,4,NPL,
2026,5,4,Feed League Division 1,FAU,Air Force,3,10,NPL,
2026,5,4,Feed League Division 1,Louisiana,FIU,17,5,NPL,
2026,5,4,Feed League Division 1,Boise State,Coastal Carolina,11,14,NPL,
2026,5,4,Feed League Division 1,ECU,Bowling Green,2,9,NPL,
2026,5,4,Feed League Division 1,Ball State,Colorado State,8,12,NPL,
2026,5,4,Feed League Division 1,Arkansas State,Montana,16,18,NPL,
2026,6,4,Feed League Division 1,Bowling Green,Ball State,9,8,NPL,
2026,6,4,Feed League Division 1,Air Force,Boise State,10,11,NPL,
2026,6,4,Feed League Division 1,FIU,FAU,5,3,NPL,
2026,6,4,Feed League Division 1,Louisiana,ECU,17,2,NPL,
2026,6,4,Feed League Division 1,Delaware,Appalachian State,4,13,NPL,
2026,6,4,Feed League Division 1,Colorado State,Arkansas State,12,16,NPL,
2026,6,4,Feed League Division 1,Georgia Southern,Coastal Carolina,15,14,NPL,
2026,6,4,Feed League Division 1,Jacksonville State,Akron,6,7,NPL,
2026,6,4,Feed League Division 1,Montana,Charlotte,18,1,NPL,
2026,7,4,Feed League Division 1,Appalachian State,Montana,13,18,NPL,
2026,7,4,Feed League Division 1,Arkansas State,Bowling Green,16,9,NPL,
2026,7,4,Feed League Division 1,Boise State,Georgia Southern,11,15,NPL,
2026,7,4,Feed League Division 1,Charlotte,Colorado State,1,12,NPL,
2026,7,4,Feed League Division 1,Air Force,FIU,10,5,NPL,
2026,7,4,Feed League Division 1,Coastal Carolina,Jacksonville State,14,6,NPL,
2026,7,4,Feed League Division 1,ECU,FAU,2,3,NPL,
2026,7,4,Feed League Division 1,Ball State,Louisiana,8,17,NPL,
2026,7,4,Feed League Division 1,Akron,Delaware,7,4,NPL,
2026,8,4,Feed League Division 1,Colorado State,Appalachian State,12,13,NPL,
2026,8,4,Feed League Division 1,Delaware,Coastal Carolina,4,14,NPL,
2026,8,4,Feed League Division 1,FIU,Boise State,5,11,NPL,
2026,8,4,Feed League Division 1,Bowling Green,Charlotte,9,1,NPL,
2026,8,4,Feed League Division 1,Jacksonville State,Georgia Southern,6,15,NPL,
2026,8,4,Feed League Division 1,Louisiana,Arkansas State,17,16,NPL,
2026,8,4,Feed League Division 1,FAU,Ball State,3,8,NPL,
2026,8,4,Feed League Division 1,Montana,Akron,18,7,NPL,
2026,8,4,Feed League Division 1,Air Force,ECU,10,2,NPL,
2026,9,4,Feed League Division 1,Ball State,Air Force,8,10,NPL,
2026,9,4,Feed League Division 1,Georgia Southern,Delaware,15,4,NPL,
2026,9,4,Feed League Division 1,Coastal Carolina,Montana,14,18,NPL,
2026,9,4,Feed League Division 1,Akron,Colorado State,7,12,NPL,
2026,9,4,Feed League Division 1,Boise State,Jacksonville State,11,6,NPL,
2026,9,4,Feed League Division 1,Appalachian State,Bowling Green,13,9,NPL,
2026,9,4,Feed League Division 1,Charlotte,Louisiana,1,17,NPL,
2026,9,4,Feed League Division 1,ECU,FIU,2,5,NPL,
2026,9,4,Feed League Division 1,Arkansas State,FAU,16,3,NPL,
2026,10,4,Feed League Division 1,Colorado State,Coastal Carolina,12,14,NPL,
2026,10,4,Feed League Division 1,Delaware,Jacksonville State,4,6,NPL,
2026,10,4,Feed League Division 1,FAU,Charlotte,3,1,NPL,
2026,10,4,Feed League Division 1,Louisiana,Appalachian State,17,13,NPL,
2026,10,4,Feed League Division 1,Montana,Georgia Southern,18,15,NPL,
2026,10,4,Feed League Division 1,ECU,Boise State,2,11,NPL,
2026,10,4,Feed League Division 1,Bowling Green,Akron,9,7,NPL,
2026,10,4,Feed League Division 1,Air Force,Arkansas State,10,16,NPL,
2026,10,4,Feed League Division 1,FIU,Ball State,5,8,NPL,
2026,11,4,Feed League Division 1,Charlotte,Air Force,1,10,NPL,
2026,11,4,Feed League Division 1,Coastal Carolina,Bowling Green,14,9,NPL,
2026,11,4,Feed League Division 1,Jacksonville State,Montana,6,18,NPL,
2026,11,4,Feed League Division 1,Ball State,ECU,8,2,NPL,
2026,11,4,Feed League Division 1,Boise State,Delaware,11,4,NPL,
2026,11,4,Feed League Division 1,Arkansas State,FIU,16,5,NPL,
2026,11,4,Feed League Division 1,Georgia Southern,Colorado State,15,12,NPL,
2026,11,4,Feed League Division 1,Akron,Louisiana,7,17,NPL,
2026,11,4,Feed League Division 1,Appalachian State,FAU,13,3,NPL,
2026,12,4,Feed League Division 1,ECU,Arkansas State,2,16,NPL,
2026,12,4,Feed League Division 1,FIU,Charlotte,5,1,NPL,
2026,12,4,Feed League Division 1,Montana,Delaware,18,4,NPL,
2026,12,4,Feed League Division 1,Louisiana,Coastal Carolina,17,14,NPL,
2026,12,4,Feed League Division 1,Bowling Green,Georgia Southern,9,15,NPL,
2026,12,4,Feed League Division 1,Air Force,Appalachian State,10,13,NPL,
2026,12,4,Feed League Division 1,Ball State,Boise State,8,11,NPL,
2026,12,4,Feed League Division 1,FAU,Akron,3,7,NPL,
2026,12,4,Feed League Division 1,Colorado State,Jacksonville State,12,6,NPL,
2026,13,4,Feed League Division 1,Jacksonville State,Bowling Green,6,9,NPL,
2026,13,4,Feed League Division 1,Akron,Air Force,7,10,NPL,
2026,13,4,Feed League Division 1,Charlotte,ECU,1,2,NPL,
2026,13,4,Feed League Division 1,Appalachian State,FIU,13,5,NPL,
2026,13,4,Feed League Division 1,Delaware,Colorado State,4,12,NPL,
2026,13,4,Feed League Division 1,Georgia Southern,Louisiana,15,17,NPL,
2026,13,4,Feed League Division 1,Arkansas State,Ball State,16,8,NPL,
2026,13,4,Feed League Division 1,Boise State,Montana,11,18,NPL,
2026,13,4,Feed League Division 1,Coastal Carolina,FAU,14,3,NPL,
2026,14,4,Feed League Division 1,FAU,Georgia Southern,3,15,NPL,
2026,14,4,Feed League Division 1,Bowling Green,Delaware,9,4,NPL,
2026,14,4,Feed League Division 1,Colorado State,Montana,12,18,NPL,
2026,14,4,Feed League Division 1,FIU,Akron,5,7,NPL,
2026,14,4,Feed League Division 1,Louisiana,Jacksonville State,17,6,NPL,
2026,14,4,Feed League Division 1,Ball State,Charlotte,8,1,NPL,
2026,14,4,Feed League Division 1,Air Force,Coastal Carolina,10,14,NPL,
2026,14,4,Feed League Division 1,ECU,Appalachian State,2,13,NPL,
2026,14,4,Feed League Division 1,Arkansas State,Boise State,16,11,NPL,
2026,15,4,Feed League Division 1,Jacksonville State,FAU,6,3,NPL,
2026,15,4,Feed League Division 1,Delaware,Louisiana,4,17,NPL,
2026,15,4,Feed League Division 1,Coastal Carolina,FIU,14,5,NPL,
2026,15,4,Feed League Division 1,Charlotte,Arkansas State,1,16,NPL,
2026,15,4,Feed League Division 1,Boise State,Colorado State,11,12,NPL,
2026,15,4,Feed League Division 1,Akron,ECU,7,2,NPL,
2026,15,4,Feed League Division 1,Montana,Bowling Green,18,9,NPL,
2026,15,4,Feed League Division 1,Georgia Southern,Air Force,15,10,NPL,
2026,15,4,Feed League Division 1,Appalachian State,Ball State,13,8,NPL,
2026,16,4,Feed League Division 1,FAU,Delaware,3,4,NPL,
2026,16,4,Feed League Division 1,Ball State,Akron,8,7,NPL,
2026,16,4,Feed League Division 1,Arkansas State,Appalachian State,16,13,NPL,
2026,16,4,Feed League Division 1,Charlotte,Boise State,1,11,NPL,
2026,16,4,Feed League Division 1,Air Force,Jacksonville State,10,6,NPL,
2026,16,4,Feed League Division 1,ECU,Coastal Carolina,2,14,NPL,
2026,16,4,Feed League Division 1,FIU,Georgia Southern,5,15,NPL,
2026,16,4,Feed League Division 1,Bowling Green,Colorado State,9,12,NPL,
2026,16,4,Feed League Division 1,Louisiana,Montana,17,18,NPL,
2026,17,4,Feed League Division 1,Coastal Carolina,Ball State,14,8,NPL,
2026,17,4,Feed League Division 1,Boise State,Bowling Green,11,9,NPL,
2026,17,4,Feed League Division 1,Appalachian State,Charlotte,13,1,NPL,
2026,17,4,Feed League Division 1,Montana,FAU,18,3,NPL,
2026,17,4,Feed League Division 1,Jacksonville State,FIU,6,5,NPL,
2026,17,4,Feed League Division 1,Colorado State,Louisiana,12,17,NPL,
2026,17,4,Feed League Division 1,Akron,Arkansas State,7,16,NPL,
2026,17,4,Feed League Division 1,Delaware,Air Force,4,10,NPL,
2026,17,4,Feed League Division 1,Georgia Southern,ECU,15,2,NPL,
2026,1,4,Feed League Division 2,North Texas,Louisiana Tech,2,6,NPL,
2026,1,4,Feed League Division 2,Kennesaw State,Liberty,4,5,NPL,
2026,1,4,Feed League Division 2,Nevada,Rice,12,3,NPL,
2026,1,4,Feed League Division 2,Montana State,James Madison,16,14,NPL,
2026,1,4,Feed League Division 2,Eastern Michigan,North Alabama,9,17,NPL,
2026,1,4,Feed League Division 2,Hawaii,Georgia State,11,13,NPL,
2026,1,4,Feed League Division 2,North Dakota State,Fresno State,18,10,NPL,
2026,1,4,Feed League Division 2,Memphis,Buffalo,1,7,NPL,
2026,1,4,Feed League Division 2,Central Michigan,UL Monroe,8,15,NPL,
2026,2,4,Feed League Division 2,Buffalo,Georgia State,7,13,NPL,
2026,2,4,Feed League Division 2,Liberty,North Dakota State,5,18,NPL,
2026,2,4,Feed League Division 2,UL Monroe,Montana State,15,16,NPL,
2026,2,4,Feed League Division 2,Fresno State,Nevada,10,12,NPL,
2026,2,4,Feed League Division 2,Kennesaw State,North Texas,4,2,NPL,
2026,2,4,Feed League Division 2,Rice,Eastern Michigan,3,9,NPL,
2026,2,4,Feed League Division 2,North Alabama,Hawaii,17,11,NPL,
2026,2,4,Feed League Division 2,Louisiana Tech,Central Michigan,6,8,NPL,
2026,2,4,Feed League Division 2,James Madison,Memphis,14,1,NPL,
2026,3,4,Feed League Division 2,Hawaii,Buffalo,11,7,NPL,
2026,3,4,Feed League Division 2,North Texas,North Dakota State,2,18,NPL,
2026,3,4,Feed League Division 2,Georgia State,James Madison,13,14,NPL,
2026,3,4,Feed League Division 2,Memphis,UL Monroe,1,15,NPL,
2026,3,4,Feed League Division 2,North Alabama,Rice,17,3,NPL,
2026,3,4,Feed League Division 2,Nevada,Liberty,12,5,NPL,
2026,3,4,Feed League Division 2,Montana State,Louisiana Tech,16,6,NPL,
2026,3,4,Feed League Division 2,Central Michigan,Kennesaw State,8,4,NPL,
2026,3,4,Feed League Division 2,Eastern Michigan,Fresno State,9,10,NPL,
2026,4,4,Feed League Division 2,Fresno State,North Alabama,10,17,NPL,
2026,4,4,Feed League Division 2,Kennesaw State,Montana State,4,16,NPL,
2026,4,4,Feed League Division 2,Liberty,Eastern Michigan,5,9,NPL,
2026,4,4,Feed League Division 2,UL Monroe,Georgia State,15,13,NPL,
2026,4,4,Feed League Division 2,North Dakota State,Central Michigan,18,8,NPL,
2026,4,4,Feed League Division 2,Nevada,North Texas,12,2,NPL,
2026,4,4,Feed League Division 2,Rice,Hawaii,3,11,NPL,
2026,4,4,Feed League Division 2,James Madison,Buffalo,14,7,NPL,
2026,4,4,Feed League Division 2,Louisiana Tech,Memphis,6,1,NPL,
2026,5,4,Feed League Division 2,Georgia State,Louisiana Tech,13,6,NPL,
2026,5,4,Feed League Division 2,Buffalo,UL Monroe,7,15,NPL,
2026,5,4,Feed League Division 2,Memphis,Kennesaw State,1,4,NPL,
2026,5,4,Feed League Division 2,Rice,Fresno State,3,10,NPL,
2026,5,4,Feed League Division 2,North Alabama,Liberty,17,5,NPL,
2026,5,4,Feed League Division 2,Hawaii,James Madison,11,14,NPL,
2026,5,4,Feed League Division 2,North Texas,Eastern Michigan,2,9,NPL,
2026,5,4,Feed League Division 2,Central Michigan,Nevada,8,12,NPL,
2026,5,4,Feed League Division 2,Montana State,North Dakota State,16,18,NPL,
2026,6,4,Feed League Division 2,Eastern Michigan,Central Michigan,9,8,NPL,
2026,6,4,Feed League Division 2,Fresno State,Hawaii,10,11,NPL,
2026,6,4,Feed League Division 2,Liberty,Rice,5,3,NPL,
2026,6,4,Feed League Division 2,North Alabama,North Texas,17,2,NPL,
2026,6,4,Feed League Division 2,Kennesaw State,Georgia State,4,13,NPL,
2026,6,4,Feed League Division 2,Nevada,Montana State,12,16,NPL,
2026,6,4,Feed League Division 2,UL Monroe,James Madison,15,14,NPL,
2026,6,4,Feed League Division 2,Louisiana Tech,Buffalo,6,7,NPL,
2026,6,4,Feed League Division 2,North Dakota State,Memphis,18,1,NPL,
2026,7,4,Feed League Division 2,Georgia State,North Dakota State,13,18,NPL,
2026,7,4,Feed League Division 2,Montana State,Eastern Michigan,16,9,NPL,
